时间(s),斜距(m),方位角（°）,俯仰角（°）,径向速度（m/s）,圈数
42726.86,936,339.1,12.85,7,72
42726.923,632,346.28,22.57,5.3,72
42726.975,2763,352.52,5.13,6,72
42726.986,921,354.58,12.89,7,72
42726.986,819,354.74,13.72,7,72
42726.986,650,354.38,13.77,5.3,72
42727.091,1389,5.17,9.65,6,72
42727.091,833,7.01,16.13,5.3,72
42727.112,1006,9.53,11.77,8.8,72
42727.31,1561,33.32,5.59,8.4,72
42729.419,725,288.88,18.99,5.3,73
42729.461,807,293.93,16.82,5.3,73
42729.503,903,298.48,12.14,5.3,73
42729.566,702,306.04,15.52,5.3,73
42729.65,1021,315.35,10.31,6,73
42729.65,800,316.49,15.98,7,73
42729.67,1454,317.18,8.61,6,73
42729.67,670,319.01,19.93,5.3,73
42729.691,648,321.5,14.72,5.3,73
42729.733,990,324.77,8.8,7.2,73
42729.733,950,326.1,11.89,5.3,73
42729.806,2155,334.85,5.65,7.2,73
42729.818,876,336.73,13.09,7,73
42729.818,628,336.51,14.26,5.3,73
42729.838,1633,340.96,7.55,6,73
42729.838,960,339.29,12.63,7,73
42729.87,2295,343.22,5.02,8.4,73
42729.891,2439,345.45,5.34,7.2,73
42729.891,2006,345.03,6.17,7.2,73
42729.932,1358,350.53,6.35,7.2,73
42729.953,2543,352.95,5.48,6,73
42729.953,1800,353.09,6.9,7.2,73
42729.964,1334,352.66,9.6,7.2,73
42729.964,841,354.72,13.51,7,73
42729.995,2985,358.4,3.76,7.2,73
42730.038,1675,3.01,5.23,7.2,73
42730.069,1402,5.38,9.67,6,73
42730.09,843,9.41,14.57,5.3,73
42730.131,704,14.24,13.23,7,73
42730.142,2971,15.74,4.35,7.2,73
42730.216,1795,23.37,7.53,8.4,73
42730.268,1740,30.54,5.24,6,73
42732.439,639,293.8,15.95,10.6,74
42732.459,1075,296.13,13.38,5.3,74
42732.523,821,303.7,16.38,5.3,74
42732.627,813,316.65,14.77,5.3,74
42732.648,951,318.67,13.28,7,74
42732.691,1010,322.38,8.88,6,74
42732.711,916,326.26,10.45,5.3,74
42732.732,901,334.96,13.01,7,74
42732.754,1001,331.81,14.33,5.3,74
42732.784,2175,335.01,5.32,7.2,74
42732.816,981,339.37,12.3,7,74
42732.858,1165,344.29,11.85,5.3,74
42732.91,1812,350.23,6.29,6,74
42732.922,1442,350.96,7.62,6,74
42732.922,1280,351.83,10.68,5.3,74
42732.942,863,354.67,13.11,7,74
42732.953,3129,355.27,3.28,7.2,74
42733.048,729,7.05,17.25,5.3,74
42733.048,1329,5.91,8.59,8.4,74
42733.069,1392,7.91,8.92,6,74
42733.069,1056,9.55,10.73,5.3,74
42733.089,1108,12.28,12.2,5.3,74
42733.194,733,24.67,14.18,5.3,74
42733.215,1236,26.33,7.65,8.4,74
42733.225,1921,28.14,5.96,7.2,74
42733.446,1240,53.56,9.37,6,74
42735.417,1116,294.18,11.47,7,75
42735.438,654,296.73,13.92,7,75
42735.502,834,304.35,16.37,5.3,75
42735.543,366,308.91,27.96,5.3,75
42735.563,418,311.33,29.55,5.3,75
42735.606,830,316.34,14.64,5.3,75
42735.627,967,319.33,12.93,5.3,75
42735.668,1643,322.54,8.61,7.2,75
42735.689,905,326.76,13.89,5.3,75
42735.689,671,330.26,17.45,5.3,75
42735.71,962,329.13,11.37,5.3,75
42735.732,1069,331.92,11.18,5.3,75
42735.732,733,331.42,13.8,5.3,75
42735.753,702,335.79,14.17,5.3,75
42735.773,922,336.96,12.5,7,75
42735.794,1004,339.78,12.08,7,75
42735.805,1666,340.98,7.07,6,75
42735.847,2479,345.35,4.92,8.4,75
42735.9,1300,351.79,10.43,5.3,75
42735.9,1443,350.42,9.49,7.2,75
42735.91,1880,353.32,4.95,-6,75
42735.921,712,356.65,12.94,5.3,75
42735.942,1083,356.83,10.05,5.3,75
42735.984,933,1.9,15.51,5.3,75
42735.984,463,2.4,28.86,5.3,75
42736.046,573,9.47,24.52,5.3,75
42736.088,1073,14.96,10.35,5.3,75
42738.353,702,292.04,13.89,5.3,76
42738.437,833,299.34,16.65,5.3,76
42738.522,965,309.37,14.03,5.3,76
42738.522,599,308.92,23.57,5.3,76
42738.522,379,308.93,26.45,5.3,76
42738.563,1290,313.87,11.12,5.3,76
42738.563,844,314.37,14.43,5.3,76
42738.605,980,319.4,13.5,5.3,76
42738.668,921,326.79,13.21,5.3,76
42738.668,673,326.82,13.81,5.3,76
42738.71,1350,330.22,8.09,6,76
42738.71,683,331.56,17.82,5.3,76
42738.73,714,334.35,14.73,7,76
42738.751,944,339,11.86,7,76
42738.846,1750,347.98,4.99,7.2,76
42738.857,1192,349.56,10.71,5.3,76
42738.857,910,349.82,13.99,5.3,76
42738.879,1463,350.51,8.28,6,76
42738.879,711,352.1,13.13,5.3,76
42738.879,702,352.37,16.77,5.3,76
42738.879,351,352.08,26,5.3,76
42738.888,1775,353.05,6.61,8.4,76
42738.919,733,357.17,14.1,5.3,76
42738.94,479,359.79,27.78,5.3,76
42738.962,949,2.01,15.16,5.3,76
42738.993,1314,6.03,6.58,7.2,76
42739.004,1891,6.41,7.51,7.2,76
42739.024,1372,8.24,8.6,8.4,76
42739.068,1074,14.63,10.53,5.3,76
42739.088,755,17.38,12.27,5.3,76
42739.088,566,17.18,22.88,5.3,76
42739.118,2761,21.25,4.86,9.6,76
42739.235,1712,34.22,8.29,6,76
42739.235,691,35.07,13.83,5.3,76
42741.163,931,268.89,11.67,5.3,77
42741.52,639,311.53,13.8,5.3,77
42741.54,863,314.49,13.97,5.3,77
42741.563,998,317,12.05,5.3,77
42741.563,720,317,14.93,5.3,77
42741.583,994,319.03,9.78,5.3,77
42741.583,1073,318.4,8.34,7.2,77
42741.583,694,319.52,13.45,5.3,77
42741.615,1360,323.45,7.51,6,77
42741.625,1357,324.09,10.51,8.8,77
42741.646,1434,325.26,9.18,6,77
42741.646,712,328.74,16.34,5.3,77
42741.656,1614,327.8,6.47,6,77
42741.709,735,334.73,14.25,5.3,77
42741.729,966,339.38,11.68,7,77
42741.761,1701,340.49,6.67,6,77
42741.772,1050,341.86,11.36,7,77
42741.823,2079,348.13,5.67,7.2,77
42741.856,1010,352.52,10.7,5.3,77
42741.856,712,352.03,16.19,5.3,77
42741.878,932,354.87,11.94,10.6,77
42741.898,1279,355.74,7.94,7.2,77
42741.908,2814,358.25,4.42,8.4,77
42741.98,1913,6.52,7.17,8.4,77
42742.003,1390,8.89,7.87,6,77
42742.003,603,9.7,23.2,5.3,77
42742.044,643,14.74,16.08,5.3,77
42742.044,581,15.23,22.65,5.3,77
42742.065,1361,16.31,9.63,6,77
42742.065,773,17.51,11.52,5.3,77
42742.108,569,22.58,15.53,5.3,77
42742.191,710,32.92,14.69,5.3,77
42744.477,953,309.38,12.88,5.3,78
42744.477,737,309.41,17.14,7,78
42744.519,879,314.1,13.9,5.3,78
42744.603,950,324.67,11.89,5.3,78
42744.603,970,322.84,9.91,6,78
42744.666,701,331.78,13.63,5.3,78
42744.687,733,334.57,14.33,5.3,78
42744.707,991,337.36,11.41,7,78
42744.707,962,337.1,14.48,5.3,78
42744.73,990,339.42,11.31,10.6,78
42744.75,1071,341.04,11.32,7.2,78
42744.803,3262,348.47,3.31,7.2,78
42744.813,1344,349.83,9.75,7,78
42744.856,1404,353.39,9.39,6,78
42744.856,955,354.64,12.13,7,78
42744.875,1300,356.98,7.96,6,78
42744.949,1352,6.63,6.5,6,78
42744.96,840,10.12,12.42,5.3,78
42744.98,1042,9.81,10.31,8.8,78
42745.001,1165,12.62,10.62,8.8,78
42745.001,1483,10.99,8.65,6,78
42745.001,660,12.73,15.44,5.3,78
42745.096,2145,27.34,5.01,7.2,78
42745.19,1635,34.41,8.36,7.2,78
42747.309,744,291.64,16.16,5.3,79
42747.414,964,304.53,14.43,7,79
42747.465,1311,310.38,6.68,7.2,79
42747.477,664,312.68,21.82,5.3,79
42747.497,1265,314.22,11.04,5.3,79
42747.497,995,314.49,9.69,5.3,79
42747.539,720,319.24,12.78,5.3,79
42747.581,965,324.77,11.37,5.3,79
42747.623,715,329.58,17.29,5.3,79
42747.696,2330,338.14,5.72,7.2,79
42747.707,1012,339.76,11.19,7,79
42747.717,2379,341.41,5.71,7.2,79
42747.728,1095,342.16,10.61,7,79
42747.738,1429,343.53,6.47,7.2,79
42747.77,1242,345.81,7.71,6,79
42747.812,1463,351.27,9.56,6,79
42747.833,979,354.88,11.34,7,79
42747.896,1846,1,7.47,6,79
42747.938,1300,6.39,8.79,6,79
42747.938,985,7.64,11.7,5.3,79
42747.98,1388,13.87,10.26,8.8,79
42748.021,1666,16.48,8.17,6,79
42748.021,1395,16.15,9.25,7.2,79
42750.245,652,286.93,18.16,5.3,80
42750.477,470,314.41,26.16,5.3,80
42750.497,733,317.4,12.14,5.3,80
42750.497,1039,316.92,10.95,5.3,80
42750.56,980,324.47,11,5.3,80
42750.56,723,324.73,14.89,5.3,80
42750.601,1745,328.12,7.95,6,80
42750.622,715,332.05,16.87,5.3,80
42750.653,1980,335.7,5.78,7.2,80
42750.664,1320,335.71,8.26,6,80
42750.686,1035,339.93,10.71,7,80
42750.706,1119,341.51,10.89,7.2,80
42750.727,1010,350.25,11.98,5.3,80
42750.727,1663,343.66,7.81,6,80
42750.738,1252,345.99,6.92,6,80
42750.748,1373,346,8.6,7.2,80
42750.758,1533,348.46,7.5,6,80
42750.758,1923,348.84,5.85,6,80
42750.779,1990,351.29,6.5,7.2,80
42750.79,1483,351,9.16,6,80
42750.81,1002,354.9,11.37,7,80
42750.821,2099,356.77,4.23,7.2,80
42750.832,573,357.43,15.67,7,80
42750.852,1032,0.43,12.99,5.3,80
42750.863,1866,1.12,7.17,6,80
42750.874,1009,2.96,13.54,5.3,80
42750.894,1500,3.65,7.8,6,80
42750.937,589,10.53,22.31,5.3,80
42750.958,1450,11.21,8.13,7.2,80
42751,1684,16.96,7.73,6,80
42751,1415,16.96,8.62,6,80
42751.377,550,63.5,18.89,5.3,80
42753.391,1015,307.03,13.06,5.3,81
42753.453,773,314.93,13.78,5.3,81
42753.517,693,322.05,20.35,5.3,81
42753.539,983,326.28,10.73,5.3,81
42753.559,1450,326.15,8.8,8.4,81
42753.559,733,327.57,16.09,5.3,81
42753.559,764,327.57,15.26,5.3,81
42753.601,733,332.69,14.65,5.3,81
42753.621,1614,333.36,7.74,6,81
42753.652,2341,338.44,4.75,7.2,81
42753.652,1244,338.81,7.47,6,81
42753.664,1057,340.04,10.72,7,81
42753.673,2444,341.38,5.31,6,81
42753.684,1141,342.5,10.3,7,81
42753.694,1374,343.91,6.75,6,81
42753.715,1837,346.34,6.65,7.2,81
42753.727,1181,347.93,10.4,5.3,81
42753.736,2382,349.03,4.55,7.2,81
42753.746,1394,348.97,9.65,6,81
42753.768,1025,354.73,10.82,7,81
42753.853,805,2.76,15.49,5.3,81
42753.862,1600,3.76,6.67,9.6,81
42753.894,1332,7.01,8.15,7.2,81
42753.915,1131,10.2,11.59,5.3,81
42753.935,1468,11.47,7.92,7.2,81
42753.998,964,20.33,11.9,5.3,81
42754.02,860,21.51,10.35,7.2,81
42754.02,645,23.11,19.45,5.3,81
42754.029,2336,24.03,4.67,7.2,81
42754.051,2172,26.87,5.33,8.4,81
42754.167,861,40.77,15.77,5.3,81
42754.314,568,58.32,17.57,7,81
42754.355,1129,62.45,10.09,-6,81
42756.075,930,272.03,12.24,7,82
42756.39,959,309.62,10.59,5.3,82
42756.432,1064,315.02,11.18,5.3,82
42756.432,789,314.55,13.5,5.3,82
42756.474,705,320.06,19.28,5.3,82
42756.495,1010,322.98,10.68,6,82
42756.505,1334,323.51,7.26,6,82
42756.536,779,327.12,14.74,5.3,82
42756.536,1683,325.77,6.98,6,82
42756.536,1464,328.79,9.71,6,82
42756.558,759,329.65,16.29,5.3,82
42756.63,2362,338.86,4.86,7.2,82
42756.641,1081,340.12,10.18,7,82
42756.662,1163,342.42,10.12,7,82
42756.673,1401,344.32,6.67,7.2,82
42756.694,1894,346.58,7.43,7.2,82
42756.724,1413,348.68,8.96,6,82
42756.767,1049,355.09,10.76,7,82
42756.798,2135,359.15,6.63,6,82
42756.809,1353,359.89,7.95,6,82
42756.851,1206,3.85,7.82,6,82
42756.872,1385,6.71,7.91,6,82
42756.872,1149,8.21,11.05,5.3,82
42756.903,1930,11.86,5.6,6,82
42757.007,2356,24.35,5.47,6,82
42759.283,1045,300.13,12.91,5.3,83
42759.41,1362,313.7,9.71,6,83
42759.41,800,314.69,13.65,5.3,83
42759.451,721,319.69,18.56,5.3,83
42759.472,1024,322.69,10.39,5.3,83
42759.493,796,325.22,14.12,7,83
42759.535,713,329.91,12.59,5.3,83
42759.588,2439,336.73,5.8,6,83
42759.619,1103,340.45,10.2,7,83
42759.641,1186,342.67,10.21,7,83
42759.651,1420,343.69,7.33,7.2,83
42759.661,1024,345.05,11.68,5.3,83
42759.661,1730,343.69,7.15,6,83
42759.692,2980,349.01,4.47,7.2,83
42759.704,1060,350.61,11.63,5.3,83
42759.704,816,353.27,13.64,5.3,83
42759.723,1174,354.1,10,7.2,83
42759.755,1361,356.94,7.41,6,83
42759.777,1923,359.59,6.32,6,83
42759.797,2172,1.74,5.51,7.2,83
42759.808,1081,3.25,13.2,5.3,83
42759.829,881,5.49,13.36,5.3,83
42759.829,704,5.55,17.79,5.3,83
42759.881,1984,12.2,5.54,6,83
42759.934,1000,18.18,12.58,7,83
42760.018,694,28.06,14.03,5.3,83
42760.028,2045,29.22,6.94,8.4,83
42760.206,619,51.18,15.12,8.8,83
42762.074,733,277.28,14.41,5.3,84
42762.22,672,294.97,21.38,7,84
42762.303,1056,305.29,12.96,5.3,84
42762.367,819,312.74,12.78,5.3,84
42762.367,524,312.74,21.61,5.3,84
42762.429,986,319.8,11.54,5.3,84
42762.429,734,319.81,17.65,5.3,84
42762.451,1041,322.53,9.68,5.3,84
42762.482,1712,326,6.09,8.4,84
42762.513,1090,330.06,13.17,5.3,84
42762.555,813,334.95,14.78,5.3,84
42762.598,550,340.07,16.82,7,84
42762.618,1209,342.22,9.69,7.2,84
42762.628,1438,343.77,6.59,7.2,84
42762.65,1995,347.02,6.9,7.2,84
42762.65,2652,346.31,5.3,7.2,84
42762.681,1551,349.56,8.52,7.2,84
42762.681,1095,354.17,10.47,7,84
42762.724,1199,354.11,9.66,6,84
42765.24,1073,302.15,12.47,5.3,85
42765.24,470,300.12,23.61,5.3,85
42765.261,403,302.91,28.23,5.3,85
42765.324,1250,308.71,7.58,7.2,85
42765.345,539,312.62,20.22,5.3,85
42765.366,1375,313.84,9.92,8.4,85
42765.386,749,318.59,16.89,5.3,85
42765.512,1442,331.88,9.13,6,85
42765.554,1394,337.57,10.09,5.3,85
42765.565,1664,339.12,6.11,7.2,85
42765.576,1149,339.5,9.85,7.2,85
42765.597,1233,343.08,9.72,7.2,85
42765.628,2055,346.42,6.46,7.2,85
42765.628,2671,346.42,4.92,7.2,85
42765.638,1232,347.78,11.47,5.3,85
42765.648,2015,349.24,6.62,9.6,85
42765.659,984,349.66,8.86,6,85
42765.659,1094,350.3,10.98,5.3,85
42765.702,1119,355.36,9.98,8.8,85
42765.702,1223,354.35,9.78,7.2,85
42765.711,3260,356.91,2.74,7.2,85
42765.711,2116,357.03,4.22,7.2,85
42765.89,1030,18.1,11.42,7,85
42765.932,956,23.16,11.46,5.3,85
42767.986,954,272.39,10.23,-8.8,86
42768.113,857,287.57,15.74,7,86
42768.155,740,292.65,15.1,5.3,86
42768.176,694,294.95,21.03,5.3,86
42768.218,1090,302.63,13.23,5.3,86
42768.26,433,305.55,21.6,5.3,86
42768.302,1271,308.73,7.56,8.4,86
42768.324,834,313.15,11.57,5.3,86
42768.365,1088,323.12,8.74,6,86
42768.365,764,317.99,15.99,5.3,86
42768.407,630,323.56,15.26,5.3,86
42768.428,852,325.27,11.69,7,86
42768.451,1003,327.62,10.62,8.8,86
42768.491,841,333.11,14.52,5.3,86
42768.522,1841,336.39,6.32,6,86
42768.533,1413,336.4,10.18,7.2,86
42768.554,1172,341.78,9.75,8.4,86
42768.574,1254,343.51,9.63,8.4,86
42768.616,1431,346.61,7.99,6,86
42768.669,2261,354.88,5.13,6,86
42768.68,1249,354.88,9.39,7.2,86
42768.71,2165,359.21,4.34,7.2,86
42768.763,652,5.57,15.21,5.3,86
42768.868,1049,18.46,11.54,7,86
42768.9,2496,22.62,5.39,9.6,86
42768.9,1610,22.28,5.6,6,86
42768.909,733,23.76,12.16,5.3,86
42768.941,2043,26.97,4.83,6,86
42771.217,433,302.6,25.54,5.3,87
42771.301,844,312.59,11.17,5.3,87
42771.343,780,317.86,15.62,5.3,87
42771.384,643,322.73,14.63,5.3,87
42771.384,773,322.68,18.29,5.3,87
42771.427,1022,327.72,10.74,7,87
42771.427,822,327.73,13.8,5.3,87
42771.448,1111,330.29,12.68,5.3,87
42771.468,851,332.77,15.18,5.3,87
42771.479,2025,334.67,5.56,6,87
42771.5,2494,336.45,5.73,7.2,87
42771.523,2201,339.38,6.16,6,87
42771.531,1193,341.63,9.44,7.2,87
42771.552,1270,348.92,9.09,7.2,87
42771.594,839,348.24,12.31,5.3,87
42771.605,3047,349.49,4.25,7.2,87
42771.636,691,353.1,19.3,5.3,87
42771.657,1269,354.34,9.03,8.4,87
42771.678,1483,356.8,9.39,6,87
42771.688,2231,359.59,6.34,7.2,87
42771.784,732,10.77,17.68,5.3,87
42771.846,1066,18.59,11.57,7,87
42771.867,994,21.13,11.53,5.3,87
42771.878,2525,22.44,5.56,8.4,87
42771.93,1170,28.92,11.25,5.3,87
42774.132,934,295.42,11.81,5.3,88
42774.32,792,317.69,14.27,5.3,88
42774.342,819,320.45,11.57,5.3,88
42774.384,835,325.72,14.71,5.3,88
42774.426,1890,332.96,6.83,6,88
42774.426,776,330.57,14.81,5.3,88
42774.467,433,335.68,29.78,5.3,88
42774.531,1301,345.14,9.1,7.2,88
42774.572,664,348.14,14.8,7,88
42774.593,874,353.35,13.4,5.3,88
42774.593,703,350.67,18.67,7,88
42774.635,1292,354.36,9.09,7.2,88
42774.688,1662,2.42,6.91,8.4,88
42774.72,1184,6.06,10.95,5.3,88
42774.74,1150,8.33,11.55,5.3,88
42774.74,750,9.88,13.15,5.3,88
42774.751,1444,10.21,7.02,6,88
42774.762,749,10.86,16.94,5.3,88
42774.793,2907,15.27,4.23,6,88
42774.814,1584,17.35,6.59,6,88
42774.845,1005,21.45,11.57,5.3,88
42774.876,2294,25.36,5.34,6,88
42774.908,1180,28.8,10.48,5.3,88
42776.965,733,277.99,14.62,5.3,89
42777.089,1010,291.32,9.7,6,89
42777.11,885,295.2,9.92,5.3,89
42777.173,1143,303.28,11.68,7,89
42777.236,605,310.36,16.52,5.3,89
42777.299,1125,316.44,7.84,6,89
42777.32,673,320.69,13.6,5.3,89
42777.32,806,320.81,17.01,5.3,89
42777.362,852,325.65,14.46,5.3,89
42777.404,1494,329.42,8.08,6,89
42777.404,792,330.43,14.04,5.3,89
42777.467,1139,338.08,11.33,8.8,89
42777.467,1240,342.43,9.1,7.2,89
42777.498,2490,342.52,5.19,7.2,89
42777.509,1324,344.38,8.92,7.2,89
42777.519,1675,344.64,5.29,6,89
42777.55,721,348.26,18.3,8.8,89
42777.571,1299,350.78,10.58,7,89
42777.613,1319,354.49,8.79,7.2,89
42777.635,1483,357,9.07,6,89
42777.655,681,3.9,20.39,5.3,89
42777.665,1686,2.38,7.05,7.2,89
42777.677,1403,2.3,9.59,7.2,89
42777.677,1192,3.87,11.27,5.3,89
42777.718,1164,8.43,12.4,7,89
42777.739,666,10.97,21.01,5.3,89
42777.833,2135,22.61,4.87,7.2,89
42780.004,937,285.67,14,7,90
42780.11,517,298.05,18.12,5.3,90
42780.151,1160,303.12,11.49,7,90
42780.172,1032,305.41,10.31,5.3,90
42780.235,409,313.12,23.62,5.3,90
42780.256,820,315.86,14.47,5.3,90
42780.277,525,318.4,18.9,5.3,90
42780.298,691,320.42,13.29,5.3,90
42780.34,865,325.47,13.54,5.3,90
42780.361,806,329.55,13.52,5.3,90
42780.371,1943,329.16,7.25,6,90
42780.403,898,333.57,15.18,7,90
42780.414,1911,334.93,6.16,6,90
42780.423,1247,335.74,10.47,8.8,90
42780.455,1363,340.07,6.57,6,90
42780.486,1341,349.01,8.6,7.2,90
42780.53,1372,346.99,9.51,6,90
42780.53,371,348.84,28.6,5.3,90
42780.538,2016,349.51,4.72,7.2,90
42780.549,1165,351.36,11.39,7,90
42780.571,920,353.89,12.68,5.3,90
42780.592,1341,354.58,8.5,7.2,90
42780.634,983,1.44,12.83,5.3,90
42780.634,515,1.22,21.29,5.3,90
42780.654,1209,3.97,11.34,5.3,90
42780.769,1622,17.65,6.28,6,90
42780.802,865,21.66,11.77,5.3,90
42780.802,1312,21.18,10.59,5.3,90
42780.822,1032,23.97,11.31,5.3,90
42780.874,379,28.79,36.06,5.3,90
42780.884,709,32.73,15.53,5.3,90
42781.011,869,46.76,13.39,5.3,90
42782.982,961,285.86,13.56,7,91
42783.129,1180,303.05,11.24,7,91
42783.129,851,303.3,15.56,5.3,91
42783.191,418,311.02,22.34,5.3,91
42783.235,832,315.74,13.52,5.3,91
42783.235,563,315.77,18.12,7,91
42783.235,618,315.76,23.47,5.3,91
42783.255,705,318.5,12.67,5.3,91
42783.255,542,318.27,17.55,5.3,91
42783.277,839,320.53,16,5.3,91
42783.318,1160,324.23,9.48,6,91
42783.339,842,328.09,12.06,5.3,91
42783.349,1944,329.66,6.62,6,91
42783.456,1370,344.48,8.53,8.4,91
42783.465,1288,342.73,8.54,7.2,91
42783.517,1762,350.05,6.62,6,91
42783.528,904,351.19,12.39,5.3,91
42783.538,1450,352.87,6.49,6,91
42783.548,1362,354.26,8.39,8.4,91
42783.601,1683,0.16,5.15,6,91
42783.632,1230,4.11,10.81,5.3,91
42783.632,1454,4.11,9.61,8.8,91
42783.674,952,9.16,14.64,5.3,91
42783.696,1112,10.11,9.16,6,91
42783.738,831,16.24,15.67,5.3,91
42783.738,412,16.74,28.4,5.3,91
42783.779,772,21.52,13.9,7,91
42783.947,763,41.79,17.47,5.3,91
42785.939,719,283.24,14.09,5.3,92
42786.213,845,315.61,13.6,5.3,92
42786.213,584,315.62,17.93,5.3,92
42786.213,633,315.86,22.85,5.3,92
42786.234,713,318.47,15.75,5.3,92
42786.277,806,323.18,11.73,5.3,92
42786.327,1950,329.45,6.52,6,92
42786.359,1320,334.51,10.74,6,92
42786.411,2516,339.91,4.39,7.2,92
42786.422,1476,340.36,7.68,6,92
42786.422,762,341.01,18.14,5.3,92
42786.443,1310,343.1,8.36,7.2,92
42786.464,1388,351.22,8.42,7.2,92
42786.485,1342,349.09,10.29,5.3,92
42786.495,1780,350.12,7.26,6,92
42786.506,1205,351.32,11.38,5.3,92
42786.526,343,353.92,30.49,5.3,92
42786.579,1587,359.88,7.44,8.4,92
42786.59,1162,1.23,11.94,7,92
42786.611,1243,4.86,10.73,6,92
42786.653,1091,8.19,8.6,6,92
42786.653,1133,8.83,11.75,5.3,92
42786.674,1219,11.36,11.6,7,92
42786.684,1513,12.53,6.25,6,92
42786.695,848,13.9,15.93,5.3,92
42786.705,1646,15.41,5.57,7.2,92
42786.736,896,18.95,12.25,5.3,92
42786.822,1121,29.33,12.42,5.3,92
42789.106,1073,304.43,9.51,6,93
42789.191,573,316.97,15.48,5.3,93
42789.211,720,318.45,16.04,5.3,93
42789.233,549,321.19,18.8,7,93
42789.255,906,323.54,12.92,5.3,93
42789.275,849,327.09,11.84,5.3,93
42789.275,824,325.76,16.23,5.3,93
42789.275,652,325.77,20.72,5.3,93
42789.318,339,331.09,27.53,5.3,93
42789.337,1333,341.9,8.51,7.2,93
42789.337,905,333.37,10.54,5.3,93
42789.379,419,338.49,25.87,5.3,93
42789.39,2536,339.98,4.15,6,93
42789.39,1437,340.04,7.72,7.2,93
42789.4,929,341.27,12.02,8.8,93
42789.442,1332,344.8,8.22,8.4,93
42789.442,1205,345.17,9.95,6,93
42789.442,399,346.66,27.04,5.3,93
42789.452,2051,347.54,6.67,7.2,93
42789.463,1353,348.7,10.25,5.3,93
42789.484,916,351.7,12.98,5.3,93
42789.494,1412,353.11,8.27,8.4,93
42789.505,1304,354.34,8.41,8.4,93
42789.526,938,356.28,13.79,5.3,93
42789.568,1173,1.31,11.9,5.3,93
42789.577,1721,3.19,5.17,6,93
42789.577,2900,3.19,4.89,7.2,93
42789.589,1270,4.49,10.53,7,93
42789.589,786,3.83,11.81,5.3,93
42789.651,1801,10.34,7.62,7.2,93
42789.651,1240,11.64,11.21,5.3,93
42789.694,876,19.42,13.62,5.3,93
42789.745,2254,24.41,5.48,7.2,93
42789.788,1634,27.76,6.7,-6,93
42792.021,1012,298.29,10.78,5.3,94
42792.042,931,300.82,10.29,5.3,94
42792.147,615,313.63,15.42,5.3,94
42792.147,512,313.84,26.39,5.3,94
42792.19,733,318.33,14.55,5.3,94
42792.231,921,323.33,12.3,5.3,94
42792.231,1201,325.12,10.56,5.3,94
42792.231,666,323.84,19.86,5.3,94
42792.252,841,325.85,15.46,5.3,94
42792.285,1985,329.57,6.72,7.2,94
42792.305,1824,332.55,5.45,6,94
42792.315,1348,333.33,9.81,7.2,94
42792.336,1318,336.28,10.77,5.3,94
42792.357,1616,337.93,8.37,6,94
42792.378,578,341.38,15.41,5.3,94
42792.388,2313,343.04,5.12,6,94
42792.388,1354,343.35,8.24,7.2,94
42792.41,1739,345.18,5.31,6,94
42792.431,1372,347.4,6.37,6,94
42792.483,1331,354.28,8.45,8.4,94
42792.504,953,356.83,10.97,5.3,94
42792.525,380,359.2,31.16,5.3,94
42792.546,1185,1.44,12.05,5.3,94
42792.567,1285,3.96,10.48,7,94
42792.609,1160,8.03,9.22,6,94
42792.63,1257,12.01,11.06,7,94
42792.64,1551,12.69,5.65,6,94
42792.724,2273,22.83,5.22,8.4,94
42792.861,921,39.37,12.41,5.3,94
42794.895,929,286.06,14.6,7,95
42795.105,1191,311.01,10.21,5.3,95
42795.105,690,311.02,13.41,5.3,95
42795.126,634,313.93,14.61,5.3,95
42795.126,524,313.73,24.89,5.3,95
42795.168,1445,317.84,9.84,6,95
42795.168,1480,317.84,9.39,7.2,95
42795.189,844,321.23,11.09,5.3,95
42795.21,935,323.52,12.19,5.3,95
42795.21,890,324.01,10.84,7,95
42795.231,859,326.52,14.75,5.3,95
42795.231,641,326.03,22.8,5.3,95
42795.252,1220,328.89,11.39,7,95
42795.272,1370,330.46,8.34,8.4,95
42795.272,951,331.61,15.21,5.3,95
42795.304,2173,335.54,5.79,7.2,95
42795.314,1331,336.19,10.05,5.3,95
42795.314,813,336.2,17.67,7,95
42795.314,384,336.7,30.12,5.3,95
42795.357,452,341.31,25.11,5.3,95
42795.367,1380,343.47,8,7.2,95
42795.389,1462,345.03,7.93,7.2,95
42795.419,1247,348.91,10.25,7,95
42795.451,1352,354.09,8.15,7.2,95
42795.524,779,1.88,14.24,5.3,95
42795.546,1749,3.09,7.77,6,95
42795.588,892,9.13,14.54,5.3,95
42795.588,1173,7.78,9.28,6,95
42795.633,1262,12.82,8.32,7.2,95
42795.633,453,14.2,29.35,5.3,95
42795.692,1089,21.75,11.75,8.8,95
42795.692,770,21.75,16.02,5.3,95
42795.692,516,21.77,24.26,5.3,95
42795.703,1972,22.92,5.58,6,95
42795.724,1610,25.45,6.07,-6,95
42796.049,653,65.18,14.07,-8.8,95
42797.874,949,286.24,13.88,7,96
42798.083,753,311.13,12.07,7,96
42798.103,651,313.6,13.63,5.3,96
42798.167,860,321.11,10.75,5.3,96
42798.167,1252,321.6,10.97,7,96
42798.188,691,323.67,18.37,5.3,96
42798.188,653,324.17,21.17,5.3,96
42798.23,873,328.7,14.2,5.3,96
